timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,-0.6131,-8.5071,-4.5601,7.0261,13.1478,-0.3478
5,-0.5748,-8.4688,-4.6368,6.5391,13.0087,-0.2783
10,-0.6131,-8.6604,-4.79,5.9826,12.7304,-0.2087
15,-0.6898,-8.5071,-4.79,5.0087,12.2435,-0.1391
20,-0.5748,-8.4305,-4.7517,3.9652,11.5478,-0.0696
25,-0.6898,-8.5071,-4.7517,2.713,10.9217,0.0
30,-0.7281,-8.4305,-4.5601,1.5304,10.5043,0.2087
35,-0.5365,-8.5454,-4.7134,0.5565,10.0174,0.2783
40,-0.5365,-8.6604,-4.7134,-0.2087,9.6696,0.487
45,-0.4215,-8.8137,-4.9433,-0.7652,9.5304,0.6261
50,-0.4598,-9.0436,-4.8284,-1.2522,9.3913,0.6957
55,-0.4982,-8.737,-4.7517,-1.3217,9.3913,0.6957
60,-0.5365,-9.0053,-4.905,-1.1826,9.4609,0.6957
65,-0.6131,-8.967,-4.905,-0.9043,9.4609,0.6957
70,-0.6131,-8.967,-4.9433,-0.4174,9.3217,0.6261
75,-0.6131,-9.0053,-4.9433,-0.2087,9.3913,0.6261
80,-0.6514,-8.967,-4.8667,0.0696,9.4609,0.5565
85,-0.6898,-8.967,-4.9433,0.2783,9.5304,0.6261
90,-0.6514,-8.9286,-4.9816,0.2783,9.5304,0.7652
95,-0.5365,-9.0053,-4.9816,0.2783,9.3913,0.9739
100,-0.5748,-8.8137,-4.9816,0.2783,9.2522,1.1826
105,-0.4982,-8.852,-5.02,0.2783,9.113,1.2522
110,-0.5748,-8.852,-4.9816,0.2783,8.9043,1.4609
115,-0.5365,-8.737,-4.9433,0.2087,8.6957,1.5304
120,-0.4598,-8.7754,-4.79,0.2087,8.6261,1.5304
125,-0.4982,-8.7754,-4.8667,0.1391,8.5565,1.6
130,-0.5365,-8.5838,-4.8284,0.0,8.5565,1.4609
135,-0.4215,-8.6604,-4.79,-0.0696,8.7652,1.3217
140,-0.5365,-8.6987,-4.8667,-0.1391,8.8348,1.0435
145,-0.4598,-8.7754,-4.8667,0.0,9.2522,0.6957
150,-0.5748,-8.7754,-4.8284,0.1391,9.4609,0.2087
155,-0.4215,-8.737,-4.8284,0.2783,9.8783,-0.3478
160,-0.4982,-8.852,-4.8667,0.3478,10.1565,-0.9739
165,-0.5365,-8.6604,-4.905,0.6261,10.4348,-1.4609
170,-0.4598,-8.7754,-4.8667,0.9739,10.6435,-1.8087
175,-0.4982,-8.7754,-4.9816,1.2522,10.5043,-1.9478
180,-0.4598,-8.6604,-4.7517,1.3913,10.2957,-2.0174
185,-0.4598,-8.6987,-4.8667,1.3913,10.0174,-1.8783
190,-0.4982,-8.6221,-4.7134,1.1826,9.5304,-1.6696
195,-0.4982,-8.6604,-4.8284,0.9043,9.0435,-1.4609
200,-0.5365,-8.5838,-4.7134,0.5565,8.487,-1.113
205,-0.4982,-8.5454,-4.6751,0.1391,8.0,-0.7652
210,-0.4982,-8.5838,-4.8284,-0.3478,7.513,-0.4174
215,-0.4215,-8.6221,-4.79,-0.6957,7.0957,-0.0696
220,-0.4598,-8.5071,-4.7517,-0.9739,6.7478,0.2087
225,-0.6131,-8.5838,-4.7134,-1.1826,6.7478,0.5565
230,-0.6131,-8.5838,-4.8667,-1.2522,6.5391,0.7652
235,-0.5365,-8.5071,-4.6751,-1.2522,6.5391,0.9043
240,-0.5365,-8.5838,-4.79,-1.113,6.6783,1.113
245,-0.5365,-8.5838,-4.7134,-0.9739,6.6783,1.0435
250,-0.4215,-8.5454,-4.6751,-0.9739,6.8174,1.0435
255,-0.4598,-8.5454,-4.7134,-0.9739,6.8174,0.9739
260,-0.5365,-8.4305,-4.5218,-1.0435,6.8174,0.9739
265,-0.5748,-8.4688,-4.5984,-1.1826,6.8174,0.9043
270,-0.6131,-8.3538,-4.4452,-1.3217,6.8174,0.8348
275,-0.4598,-8.3538,-4.4835,-1.4609,6.8174,0.8348
280,-0.5365,-8.3538,-4.4068,-1.6696,6.6087,0.7652
285,-0.5748,-8.3155,-4.4452,-1.8783,6.4696,0.5565
290,-0.5365,-8.3921,-4.4068,-1.9478,6.4,0.487
