timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,2.0693,-8.4688,-4.3685,6.4,11.2696,-2.5043
5,1.8394,-8.5454,-4.4452,3.3391,12.3826,-2.8522
10,1.5711,-8.3921,-4.3685,1.0435,13.1478,-3.2696
15,1.3795,-8.5454,-4.4452,0.3478,13.4957,-3.7565
20,1.0346,-8.4305,-4.3685,0.6957,13.7043,-4.0348
25,0.6514,-8.3155,-4.4452,2.0174,13.4957,-4.1043
30,0.3066,-8.2772,-4.2536,3.6174,13.1478,-3.8957
35,0.1533,-8.2005,-4.3302,4.9391,12.6609,-3.3391
40,0.0,-8.0856,-4.2919,5.4261,12.5217,-2.3652
45,0.1533,-8.0473,-4.4068,5.1478,12.4522,-1.1826
50,0.0,-7.9323,-4.1386,4.4522,12.4522,0.1391
55,0.0766,-7.894,-4.2152,3.2696,12.1739,1.1826
60,0.0,-7.8173,-4.1386,2.2261,11.4783,2.1565
65,0.0383,-8.1622,-4.062,1.0435,10.3652,3.2
70,0.1533,-8.4305,-3.7937,0.0,9.0435,3.9652
75,0.115,-8.4305,-4.062,-0.9043,7.4435,4.8696
80,0.0766,-8.5454,-4.1386,-1.8087,5.913,5.6348
85,0.2299,-8.8137,-4.1003,-2.5043,4.5913,6.2609
90,0.2682,-8.8903,-4.2536,-2.9913,3.4087,6.6783
95,0.4982,-9.0053,-4.0236,-3.0609,2.6435,6.6087
100,0.5748,-9.0436,-4.062,-2.7826,2.087,6.6087
105,0.8047,-9.1969,-4.1386,-1.8783,2.087,6.3304
110,0.9963,-9.2352,-4.1769,-0.7652,2.2261,5.9826
115,1.1879,-9.1969,-3.947,0.4174,2.8522,5.4261
120,1.3795,-9.2352,-4.1386,1.3913,3.5478,5.0087
125,1.5328,-9.1969,-4.2152,2.0174,4.5217,4.3826
130,1.5711,-9.0819,-4.2152,2.2261,5.4957,3.6174
135,1.8777,-8.967,-4.2152,1.9478,6.2609,2.7826
140,1.7627,-9.0053,-4.062,1.6,7.0261,2.1565
145,1.916,-8.8903,-4.1769,1.113,7.7217,1.6696
150,1.916,-8.737,-3.8704,0.487,8.3478,1.2522
155,1.6861,-8.6604,-4.0236,0.0,8.9739,1.3217
160,1.6861,-8.6604,-3.9087,-0.6261,9.4609,1.4609
165,1.4179,-8.5838,-4.1003,-0.9739,9.8087,1.8087
170,1.7244,-8.5838,-3.6404,-1.2522,9.8783,2.1565
175,1.5328,-8.4688,-3.5638,-1.6696,9.8783,2.6435
180,1.4562,-8.3921,-3.4105,-1.7391,9.6,3.2696
185,1.4562,-8.4305,-3.4105,-1.8087,9.6,4.0348
190,1.3029,-8.3538,-3.5255,-1.6696,9.6,4.5913
195,1.2263,-8.2772,-3.4488,-1.6,9.7391,5.2174
200,0.9963,-8.2772,-3.4871,-1.6696,10.0174,5.7043
205,0.8814,-8.3538,-3.5255,-1.5304,10.5739,6.2609
210,0.7664,-8.2389,-3.4871,-1.3217,11.1304,6.8174
215,0.6898,-8.2772,-3.4488,-1.3217,11.8261,6.9565
220,0.6131,-8.3538,-3.6404,-1.4609,12.5217,7.3043
225,0.4598,-8.3155,-3.5255,-1.7391,13.2174,7.4435
230,0.4598,-8.1239,-3.6021,-2.1565,13.7043,7.5826
235,0.3832,-8.0856,-3.7171,-2.8522,13.7739,7.513
240,0.3832,-8.2005,-3.6021,-3.7565,13.5652,7.5826
245,0.3832,-8.1239,-3.7171,-4.8696,12.8696,7.5826
250,0.2682,-8.0856,-3.9087,-5.9826,11.8261,7.3043
255,0.4215,-8.4305,-3.7554,-7.2348,10.5739,6.887
260,0.3066,-8.3538,-3.6021,-8.1391,9.113,6.4696
265,0.2299,-8.6221,-3.6404,-8.6957,7.513,5.8435
270,0.2299,-8.6221,-3.4871,-8.9739,5.9826,5.3565
275,0.1916,-8.6221,-3.4871,-8.9739,4.6609,4.9391
280,0.0766,-8.6221,-3.5255,-8.6957,3.4087,4.5217
285,0.115,-8.852,-3.5255,-8.3478,2.6435,4.2435
290,0.115,-8.9286,-3.3722,-8.0696,1.9478,3.9652
