timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,0.2682,-9.0053,-2.989,13.7739,-99.4783,-44.5913
5,0.2299,-9.1202,-3.0656,16.0696,-102.6783,-44.9391
10,-0.115,-9.0436,-2.9507,18.2261,-106.1565,-45.287
15,-0.3066,-9.0053,-2.7207,20.3826,-109.7739,-45.4957
20,-0.5365,-8.9286,-2.7591,22.3304,-113.5304,-45.7043
25,-0.6131,-8.852,-2.6058,24.2783,-117.2174,-45.6348
30,-0.8047,-8.8137,-2.7591,26.2957,-120.6957,-45.0087
35,-0.843,-8.6604,-2.4142,28.3826,-123.8261,-44.3826
40,-1.1879,-8.4305,-2.6058,30.6087,-126.6783,-43.687
45,-1.2263,-8.3155,-2.4525,32.9739,-129.3913,-42.9913
50,-1.1879,-8.0473,-2.4142,35.2696,-131.7565,-42.2957
55,-1.2263,-8.1239,-2.4142,37.1478,-134.0522,-41.5304
60,-1.3029,-7.8557,-2.5291,38.4,-136.0,-40.9739
65,-1.073,-7.7024,-2.4525,38.887,-137.6696,-40.2783
70,-0.9963,-7.5108,-2.4525,38.5391,-139.1304,-39.7217
75,-0.8814,-7.4725,-2.6058,37.4261,-140.313,-39.0261
80,-0.9197,-7.2425,-2.4525,35.687,-141.1478,-38.4
85,-0.6898,-7.0509,-2.3759,33.4609,-141.6348,-37.7739
90,-0.843,-6.7444,-3.0273,30.7478,-142.1913,-37.2174
95,-0.4215,-6.8593,-2.4908,27.8957,-142.6783,-36.6609
100,-0.4215,-6.7827,-2.4142,24.9043,-143.3043,-36.1043
105,-0.2682,-6.6677,-2.3759,21.9826,-144.3478,-35.4783
110,-0.0766,-6.5528,-2.4142,19.2,-145.6,-34.9217
115,-0.0383,-6.5528,-2.4525,16.5565,-147.2696,-34.3652
120,-0.0383,-6.7444,-2.2992,14.1217,-149.287,-33.8783
125,0.0383,-6.7061,-2.4908,11.8957,-151.513,-33.1826
130,0.0766,-6.8977,-2.4525,10.087,-153.7391,-32.4174
135,0.1533,-6.936,-2.4908,8.6261,-155.9652,-31.7217
140,0.2682,-7.1659,-2.6058,7.4435,-158.0522,-30.887
145,0.2299,-7.3192,-2.4142,6.6087,-159.8609,-30.1217
150,0.3066,-7.5491,-2.5675,5.913,-161.4609,-29.287
155,0.2682,-7.6641,-2.5291,5.7043,-162.713,-28.4522
160,0.3066,-7.9323,-2.6441,5.913,-163.8261,-27.8261
165,0.3832,-8.0473,-2.7591,6.6087,-164.5217,-27.2
170,0.3832,-8.3538,-2.7207,8.0696,-165.0087,-26.6435
175,0.2682,-8.737,-2.6824,10.087,-165.4957,-26.2957
180,0.3449,-8.6604,-2.6058,12.9391,-165.6348,-26.2261
185,0.2299,-8.852,-2.6824,16.487,-165.7739,-26.1565
190,0.3449,-9.0819,-2.7974,20.6609,-166.1913,-26.3652
195,0.2299,-9.2735,-2.8357,25.3913,-166.6087,-26.713
200,0.115,-9.1202,-3.1039,30.1913,-167.2348,-27.1304
205,0.1533,-9.1586,-3.1423,34.9913,-168.1391,-27.687
210,0.0383,-9.1586,-3.3339,39.513,-169.2522,-28.0348
215,-0.0766,-8.8903,-3.4488,43.2,-170.8522,-28.2435
220,0.0,-8.8903,-3.2955,46.0522,-172.9391,-28.3826
225,-0.1916,-8.7754,-3.4105,47.7913,-175.2348,-28.313
230,-0.3449,-8.6604,-3.4871,48.5565,-177.6696,-28.1739
235,-0.3066,-8.5838,-3.4105,48.5565,-180.0348,-28.313
240,-0.3066,-8.5454,-3.4488,47.7913,-182.1217,-28.1739
245,-0.115,-8.5454,-3.2189,46.6087,-183.9304,-28.0348
250,-0.2299,-8.4688,-3.2572,45.0783,-184.9043,-28.0348
255,-0.2299,-8.6604,-3.3339,42.9913,-185.3913,-28.2435
260,0.0,-8.737,-3.2572,39.7913,-185.0435,-28.2435
265,0.0766,-8.852,-3.7937,34.7826,-183.9304,-28.4522
270,0.115,-8.6604,-3.6787,27.687,-182.1217,-28.6609
275,0.2682,-8.737,-4.0236,18.9913,-179.7565,-28.9391
280,0.4215,-8.9286,-4.1769,9.3913,-177.3913,-29.4261
285,0.5748,-9.3885,-4.1769,0.5565,-175.0261,-30.5391
290,0.5748,-9.695,-3.9853,-6.2609,-172.8,-32.0696
295,0.5748,-9.8866,-3.9087,-10.2957,-170.6435,-34.0174
300,0.4598,-10.1549,-3.6404,-11.6174,-167.9304,-35.9652
305,0.3066,-10.3082,-3.5255,-10.9913,-164.8,-37.287
310,0.3066,-10.2698,-3.5638,-9.113,-161.3217,-37.7043
315,0.0383,-10.1549,-3.6021,-6.887,-158.1913,-37.5652
320,-0.4598,-10.1932,-3.4871,-4.7304,-155.6174,-36.6609
325,-1.0346,-10.0399,-3.6404,-3.4087,-153.8783,-34.9217
330,-1.4945,-9.925,-3.4105,-3.3391,-152.6261,-32.2087
335,-1.8394,-9.695,-3.4105,-4.5913,-151.9304,-28.6609
340,-1.9927,-9.6184,-3.1423,-6.8174,-151.5826,-25.1826
345,-1.9927,-9.5034,-2.7207,-9.3217,-150.9565,-21.913
350,-1.8394,-9.3885,-2.4525,-11.5478,-149.7739,-19.1304
355,-1.7244,-9.2735,-2.031,-12.9391,-148.0348,-16.9043
360,-1.4945,-9.2352,-1.7244,-13.6348,-145.9478,-14.9565
