timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,-0.2682,-5.4798,-7.779,-42.9913,0.4174,1.8783
5,-0.3066,-5.4032,-7.8557,-43.3391,0.4174,1.8087
10,-0.3066,-5.5948,-8.0089,-43.8957,0.2783,1.8783
15,-0.2682,-5.5564,-7.9323,-44.3826,0.2087,2.3652
20,-0.4982,-5.2499,-7.9323,-45.0783,0.1391,2.3652
25,-0.3832,-5.2116,-8.0473,-45.1478,0.2087,2.087
30,-0.3832,-5.2499,-8.0089,-45.3565,0.1391,1.8783
35,-0.3449,-5.3265,-8.0856,-45.7043,0.0,1.6696
40,-0.4215,-5.4032,-7.9323,-45.9826,0.1391,1.4609
45,-0.3832,-5.2882,-8.0856,-46.5391,0.0696,1.2522
50,-0.3449,-5.2499,-8.2005,-46.887,-0.0696,1.2522
55,-0.3832,-5.2499,-8.1239,-47.3043,-0.2087,1.2522
60,-0.4215,-5.1732,-8.1239,-47.4435,-0.2783,1.3217
65,-0.4215,-5.0966,-8.2389,-47.7913,-0.4174,1.113
70,-0.5365,-5.2499,-8.1622,-48.487,-0.6261,1.113
75,-0.4982,-5.2882,-8.1622,-49.6,-0.6957,0.9739
80,-0.3066,-4.8284,-8.1622,-51.7565,-1.3217,-1.5304
85,-0.3449,-4.8667,-8.3538,-52.3826,-1.1826,-0.9043
90,-0.6514,-4.8667,-8.3921,-51.4087,-0.8348,0.1391
95,-0.4598,-4.9816,-8.2389,-50.3652,-0.7652,0.5565
100,-0.4215,-4.9816,-8.3155,-49.9478,-0.6957,0.7652
105,-0.4598,-4.8667,-8.5071,-49.9478,-0.6957,0.9043
110,-0.3449,-4.7517,-8.4305,-50.4348,-0.5565,0.7652
115,-0.2299,-4.8667,-8.5454,-51.2,-0.487,0.6957
120,-0.4598,-4.7517,-8.5454,-52.1043,-0.3478,0.5565
125,-0.4982,-4.905,-8.4305,-53.0783,-0.2087,0.7652
130,-0.3066,-4.5984,-8.3921,-54.0522,-0.0696,1.6696
135,-0.4982,-4.5984,-8.5454,-54.5391,-0.0696,1.5304
140,-0.3449,-4.6368,-8.5454,-54.887,0.0,1.3913
145,-0.4982,-4.6368,-8.5838,-55.6522,0.1391,1.1826
150,-0.4215,-4.5218,-8.5454,-57.0435,0.4174,0.487
155,-0.4982,-4.2536,-8.6987,-58.5043,0.6261,0.4174
160,-0.4982,-4.3685,-8.6221,-59.0609,0.6957,0.9043
165,-0.7664,-4.3685,-8.852,-59.5478,0.9043,1.0435
170,-0.3832,-4.4452,-8.6604,-60.1043,1.1826,1.1826
175,-0.4982,-4.4452,-8.737,-61.3565,1.5304,1.6696
180,-0.4598,-4.062,-8.6987,-62.6783,1.6696,2.2957
185,-0.3449,-3.832,-8.7754,-63.3043,1.8783,1.6
190,-0.4598,-3.8704,-8.7754,-63.6522,2.0174,1.5304
195,-0.4598,-3.9087,-8.9286,-64.1391,1.8783,1.5304
200,-0.3449,-3.7554,-8.8903,-64.6261,2.0174,1.6
205,-0.4982,-3.832,-8.8903,-65.6,2.087,1.6
210,-0.3832,-3.7937,-8.8137,-66.7826,2.2261,1.4609
215,-0.2682,-3.7171,-8.967,-68.1739,2.4348,1.2522
220,-0.2682,-3.8704,-9.0053,-69.9826,2.6435,0.9043
225,-0.4982,-3.6404,-8.852,-71.3739,2.5739,1.3217
230,-0.3832,-3.3722,-9.0053,-72.1391,2.3652,1.8783
235,-0.4215,-3.3339,-9.0436,-72.487,2.2957,1.8087
240,-0.3066,-3.3339,-9.0436,-72.7652,2.1565,1.8087
245,-0.4215,-3.3339,-9.1969,-73.113,2.2261,1.9478
250,-0.2299,-3.4871,-9.1202,-73.6,2.1565,1.8087
255,-0.4215,-3.2955,-9.1586,-74.1565,2.1565,2.0174
260,-0.1916,-3.6021,-9.2352,-74.5739,2.2261,2.3652
265,-0.1533,-3.1039,-9.1969,-75.4087,2.0174,3.5478
270,-0.3832,-3.4871,-9.3502,-75.2696,1.8783,2.7826
275,-0.3449,-3.1806,-9.1969,-74.9913,1.6696,2.3652
280,-0.1533,-3.1039,-9.3885,-74.8522,1.6696,2.0174
285,-0.3066,-2.9507,-9.1586,-74.8522,1.6,1.7391
290,-0.1533,-2.874,-9.1969,-75.2696,1.6696,1.2522
295,-0.1533,-3.1039,-9.3118,-76.0348,1.9478,1.113
300,-0.2299,-3.0273,-9.4268,-77.0087,2.2957,0.6261
305,-0.3066,-2.9123,-9.6184,-78.1217,2.9217,0.3478
310,-0.1916,-2.874,-9.4268,-79.5826,3.2696,0.1391
