timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,9.6567,0.1916,-0.958,1.6,11.3391,8.4174
5,9.6567,0.2299,-0.8814,1.0435,10.7826,7.8609
10,9.695,0.3449,-0.7664,0.9043,10.1565,7.3739
15,9.6184,0.3449,-0.6898,0.7652,9.6,6.9565
20,9.5418,0.2682,-0.9963,0.6261,8.9739,6.3304
25,9.6567,0.2299,-0.958,0.5565,8.4174,5.6348
30,9.81,0.2682,-0.9963,0.4174,8.0,4.9391
35,9.6567,0.2299,-0.9963,0.0696,7.5826,4.3826
40,9.7717,0.2682,-0.7664,-0.3478,7.2348,3.687
45,9.8483,0.1916,-1.0346,-0.6957,6.887,3.1304
50,9.7717,0.2299,-0.9197,-1.1826,6.6783,2.713
55,9.81,0.2682,-0.843,-1.4609,6.5391,2.1565
60,9.8483,0.3066,-0.958,-1.7391,6.1217,1.6696
65,9.81,0.115,-1.1496,-1.8783,5.4957,1.113
70,9.8483,0.1533,-1.073,-1.8783,4.5913,0.6957
75,9.7717,0.2682,-0.958,-1.9478,3.7565,0.487
80,9.81,0.3832,-1.0346,-1.8087,3.1304,0.0696
85,9.7334,0.1533,-1.4562,-1.6696,2.4348,-0.0696
90,9.8483,0.115,-1.1113,-1.7391,2.0174,-0.4174
95,9.925,0.1533,-1.3412,-1.9478,1.7391,-0.5565
100,9.81,0.115,-1.2263,-1.7391,1.6,-0.487
105,9.8866,0.1916,-1.4179,-1.5304,1.5304,-0.5565
110,9.81,0.2299,-1.1113,-1.2522,1.4609,-0.6957
115,9.9633,0.1533,-1.1879,-1.113,1.5304,-0.7652
120,9.9633,0.2299,-0.9197,-0.7652,1.5304,-0.7652
125,9.9633,0.1533,-1.2646,-0.7652,1.3913,-0.6957
130,10.0399,0.3066,-1.1879,-0.6957,1.3217,-0.4174
135,9.8483,0.2682,-1.073,-0.6957,1.113,-0.3478
140,9.7717,0.3066,-1.1113,-0.6957,0.9043,-0.2087
145,9.925,0.1533,-1.1113,-0.7652,0.6261,0.0
150,10.0016,0.0383,-1.1496,-0.9043,0.4174,0.2087
155,9.925,0.115,-1.073,-0.9043,0.2087,0.1391
160,9.925,0.1916,-1.1879,-0.9739,0.1391,0.0696
165,9.8483,0.2299,-1.1879,-0.9739,0.1391,0.0
170,10.0016,0.0383,-1.3795,-1.113,0.0696,-0.0696
175,9.7717,0.3066,-1.3029,-1.113,0.0,-0.3478
180,9.8483,0.2682,-1.1879,-1.113,-0.1391,-0.5565
185,9.81,0.1533,-1.2263,-1.1826,-0.3478,-0.8348
190,9.81,0.2299,-1.2263,-1.3913,-0.4174,-1.1826
195,9.7334,0.2299,-1.1879,-1.7391,-0.5565,-1.2522
200,9.7717,0.1916,-1.3795,-2.087,-0.8348,-1.6
205,9.8483,0.1916,-1.3029,-2.2957,-0.9043,-1.6696
210,9.7334,0.1916,-1.3029,-2.4348,-0.9043,-1.7391
215,9.81,0.1533,-1.4179,-2.5739,-0.8348,-1.7391
220,9.81,0.0766,-1.2263,-2.3652,-0.7652,-1.8783
225,9.81,0.1533,-1.2646,-2.2261,-0.6957,-1.9478
230,9.695,0.2682,-1.3029,-2.087,-0.6957,-2.0174
235,9.81,0.115,-1.3412,-1.7391,-0.6957,-2.2261
240,9.7717,0.115,-1.3795,-1.6,-0.5565,-2.4348
245,9.81,0.0766,-1.3412,-1.3913,-0.487,-2.5043
250,9.695,0.2299,-1.4179,-1.1826,-0.487,-2.7826
255,9.8483,0.3066,-1.3795,-0.9043,-0.487,-3.0609
260,9.8866,0.3832,-1.3029,-0.6261,-0.4174,-3.2696
265,9.81,0.2682,-1.2646,-0.6957,-0.487,-3.4783
270,9.8866,0.3832,-1.2646,-0.7652,-0.6261,-3.6174
275,9.8866,0.4982,-1.2646,-0.9043,-0.7652,-3.687
280,9.9633,0.3066,-1.2263,-0.9739,-0.9739,-3.7565
285,9.8483,0.4982,-1.1879,-1.1826,-1.113,-3.8957
290,9.81,0.4215,-1.3029,-1.3217,-1.1826,-3.9652
295,9.925,0.3832,-1.1496,-1.3217,-1.3217,-3.8957
