timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,0.1916,-3.1806,-9.3118,-79.1652,10.2957,-0.5565
5,0.3066,-3.3722,-9.1969,-79.9304,10.087,-0.5565
10,0.2299,-3.3722,-9.1586,-80.1391,10.2957,-1.113
15,0.4982,-3.1039,-9.3885,-79.9304,10.3652,-1.3217
20,0.4982,-3.0656,-9.1586,-79.1652,10.4348,-1.6696
25,0.5748,-2.874,-9.2735,-78.2609,10.1565,-1.6
30,0.6514,-2.874,-9.1586,-77.4261,9.8087,-1.8087
35,0.7281,-2.8357,-9.0819,-76.1739,9.6,-2.1565
40,0.8047,-2.7591,-9.1202,-75.1304,9.6,-2.2261
45,0.7281,-2.7974,-9.2352,-74.5043,9.3913,-2.3652
50,0.958,-2.8357,-9.1586,-74.087,8.9739,-2.7826
55,0.7281,-2.874,-9.3118,-73.8087,8.6261,-3.2
60,0.958,-3.0273,-9.2352,-73.113,8.2087,-3.4087
65,0.9197,-3.1039,-9.4268,-71.9304,7.9304,-4.0348
70,0.843,-3.1806,-9.3118,-70.4,7.4435,-4.3826
75,0.8814,-3.1806,-9.3885,-68.2435,6.8174,-4.7304
80,0.843,-3.0656,-9.3885,-66.2261,6.1913,-5.1478
85,0.9197,-3.1806,-9.3885,-64.0696,5.4261,-5.5652
90,0.9197,-2.989,-9.4268,-61.7739,4.6609,-5.9826
95,0.843,-2.7974,-9.5418,-59.5478,3.9652,-6.3304
100,0.8047,-2.7974,-9.4268,-57.1826,3.4087,-6.887
105,0.9197,-2.6441,-9.5034,-55.1652,2.9913,-7.513
110,1.1113,-2.5291,-9.4651,-53.0783,2.4348,-7.8609
115,0.958,-2.4525,-9.5418,-50.9217,1.8783,-8.487
120,0.9963,-2.3759,-9.4268,-48.8348,1.4609,-8.8348
125,1.073,-2.3375,-9.5418,-47.0261,1.0435,-9.0435
130,1.073,-2.2609,-9.5418,-45.4261,0.8348,-9.1826
135,0.9963,-2.0693,-9.695,-44.6609,0.6957,-9.4609
140,1.1113,-1.9543,-9.695,-44.4522,0.7652,-9.7391
145,1.2263,-2.1076,-9.81,-44.6609,0.8348,-9.7391
150,1.1496,-2.031,-9.81,-45.3565,1.3913,-10.2957
155,1.1113,-1.8394,-9.5418,-45.5652,1.8783,-10.2957
160,0.8814,-1.6478,-9.5801,-45.3565,2.2261,-10.4348
165,0.9197,-1.3412,-9.6567,-44.9391,2.5739,-10.3652
170,0.958,-1.2646,-9.695,-44.2435,2.6435,-10.2261
175,0.9197,-1.3029,-9.5418,-43.3391,2.5739,-10.1565
180,0.8814,-1.2263,-9.5801,-42.3652,2.4348,-10.0174
185,0.8814,-1.2263,-9.5801,-41.2522,2.2261,-9.8783
190,1.1113,-1.5711,-9.695,-40.2783,1.8087,-9.7391
195,0.9197,-1.2646,-9.695,-40.0696,1.6,-10.713
200,0.958,-1.4179,-9.7717,-39.3739,1.3217,-10.4348
205,1.0346,-1.2263,-9.5801,-38.4696,0.8348,-10.1565
210,0.843,-1.1496,-9.5418,-36.8696,0.4174,-10.5043
215,0.8047,-1.073,-9.5418,-34.3652,0.0,-11.0609
220,0.843,-1.2263,-9.695,-31.2348,-0.5565,-11.2696
225,0.7664,-1.3795,-9.5418,-27.5478,-1.0435,-11.6174
230,0.8814,-1.3412,-9.5034,-23.7913,-1.3913,-11.8957
235,0.6514,-1.2646,-9.5418,-20.1739,-1.6696,-12.313
240,0.843,-1.4179,-9.5034,-16.5565,-2.087,-12.5913
245,0.7664,-1.3029,-9.4268,-13.2174,-2.6435,-12.8
250,0.6898,-1.4179,-9.1969,-10.0174,-3.4087,-12.9391
255,0.4982,-1.4562,-9.0436,-6.887,-4.3826,-13.0783
260,0.4982,-1.4562,-9.1586,-3.687,-5.4261,-13.0783
265,0.4598,-1.5711,-9.1969,-0.6261,-6.3304,-13.0783
270,0.4598,-1.7244,-9.2735,2.5043,-7.2348,-12.7304
275,0.3066,-1.7627,-9.1202,5.4261,-7.9304,-12.5913
280,0.3449,-1.916,-9.1586,9.113,-8.5565,-12.5913
285,0.2682,-1.9543,-9.3885,13.1478,-9.113,-12.313
290,0.3066,-1.9543,-9.2735,17.4609,-9.3913,-12.1043
295,0.2682,-1.9543,-9.4651,21.8435,-9.4609,-11.8261
300,0.2299,-1.9927,-9.1202,26.3652,-9.6,-11.3391
305,0.0766,-1.8777,-9.1969,30.6783,-9.8783,-10.5739
310,0.1916,-1.8394,-9.1586,34.7826,-10.5043,-9.8783
315,0.115,-1.8777,-9.3118,38.5391,-11.2,-9.1826
320,0.115,-1.9543,-9.0819,41.8783,-12.0348,-8.5565
325,0.1916,-1.8394,-9.0819,44.9391,-13.0087,-8.0696
330,0.115,-1.7244,-9.3885,47.7217,-13.913,-7.7913
335,0.1533,-1.916,-9.0819,50.5739,-15.0957,-7.513
340,0.115,-1.8777,-9.0053,53.287,-16.4174,-7.3043
345,0.1916,-2.031,-9.1586,55.7217,-17.8783,-7.0957
350,0.3066,-1.9543,-9.3118,57.9478,-19.4087,-6.9565
355,0.1916,-1.8394,-9.4268,59.7565,-21.0783,-6.9565
360,0.1533,-2.031,-9.3118,61.5652,-22.4696,-6.8174
365,0.2299,-2.031,-9.2735,63.2348,-23.5826,-6.7478
370,0.1916,-2.1076,-9.3885,65.3217,-24.3478,-6.4696
375,0.2299,-2.2226,-9.3502,67.4783,-24.9043,-6.3304
380,0.0383,-2.1459,-9.3502,69.6348,-24.9739,-6.1217
