timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,0.6131,-7.2425,-5.978,6.4696,1.113,0.9739
5,0.8047,-7.3575,-6.1696,6.1217,0.6957,0.9739
10,0.6898,-7.2809,-6.1313,5.7043,0.487,0.9739
15,0.843,-7.2809,-6.2079,5.3565,0.0696,0.7652
20,0.7281,-7.3192,-6.1313,5.0087,-0.2087,0.8348
25,0.843,-7.2425,-6.1313,4.5913,-0.6261,0.7652
30,0.8814,-7.3192,-6.2462,4.3826,-0.9043,0.6261
35,0.8814,-7.2809,-6.2462,4.3826,-1.1826,0.5565
40,0.8814,-7.3192,-6.3229,4.1739,-1.3913,0.4174
45,0.843,-7.3192,-6.3995,3.9652,-1.3913,0.3478
50,0.8814,-7.3575,-6.3612,3.8957,-1.3913,0.2783
55,0.843,-7.3192,-6.4761,3.7565,-1.3217,0.3478
60,0.7664,-7.2809,-6.3612,3.4783,-1.2522,0.487
65,0.6898,-7.2809,-6.5145,3.1304,-1.1826,0.487
70,0.843,-7.2425,-6.6677,2.713,-0.9739,0.5565
75,0.7664,-7.0893,-6.4761,2.0174,-0.487,0.6261
80,0.8814,-7.3192,-6.7444,1.5304,-0.1391,0.8348
85,0.7281,-7.0893,-6.4378,1.113,0.0,1.1826
90,0.9197,-7.1276,-6.3229,0.9043,0.2087,1.4609
95,0.843,-6.936,-6.4378,0.8348,0.4174,1.7391
100,0.9197,-7.0509,-6.4378,0.8348,0.5565,2.087
105,0.8047,-6.936,-6.3229,1.0435,0.4174,2.3652
110,0.8814,-6.936,-6.3229,1.3217,0.2087,2.7826
115,1.1113,-7.0893,-6.3612,1.6,0.1391,3.0609
120,0.8814,-6.7827,-6.0929,1.5304,0.0696,3.5478
125,0.9963,-7.0893,-6.2079,1.5304,0.1391,4.0348
130,0.9197,-6.8593,-6.2845,1.3913,0.0,4.3826
135,0.7281,-6.9743,-6.2462,1.3217,0.0,4.8
140,0.8814,-6.8593,-6.2079,1.1826,0.0,5.287
145,0.8814,-6.8977,-6.2462,1.0435,0.0696,5.5652
150,0.8047,-7.0509,-6.1313,0.6957,0.0,5.913
155,0.8047,-7.1659,-6.1313,0.4174,-0.2087,6.1913
160,0.843,-7.2042,-6.0546,0.2783,-0.2783,6.3304
165,0.7664,-7.2042,-6.1313,0.2087,-0.487,6.1913
170,0.6898,-7.2042,-6.2079,0.2783,-0.6261,5.9826
