timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,1.4179,-5.0583,8.5838,-2.087,14.1217,25.9478
5,1.4562,-5.2499,8.7754,-1.3913,13.7043,26.2957
10,1.4179,-5.2499,8.7754,-0.2783,13.287,26.5043
15,1.3412,-5.2882,8.8903,1.3217,12.9391,26.2261
20,1.3029,-5.3265,8.9286,2.9217,12.313,26.3652
25,1.1113,-5.3648,8.4688,4.0348,11.4783,26.4348
30,1.0346,-5.2882,8.6604,4.8696,10.2261,26.087
35,0.958,-5.2882,8.8137,5.4957,8.9043,25.8087
40,0.7281,-5.3265,8.8137,5.5652,7.1652,25.3913
45,0.4982,-5.1732,8.3538,5.287,5.4957,25.1826
50,0.3066,-5.0966,8.6987,5.287,4.5217,25.3217
55,0.115,-4.9816,8.6221,5.7043,4.6609,25.5304
60,0.115,-5.02,8.737,6.8174,5.8435,25.6
65,0.0,-4.905,8.737,8.5565,7.513,25.6
70,-0.1533,-4.79,8.8137,11.1304,9.8087,26.0174
75,-0.1533,-4.6368,8.6221,14.6087,12.313,26.713
80,-0.3066,-4.5601,8.5838,18.713,15.3739,27.7565
85,-0.0383,-4.3685,8.4305,22.9565,18.9913,28.9391
90,-0.0383,-4.0236,8.4305,27.1304,23.513,30.1913
95,0.0766,-3.7937,8.4305,30.8174,28.8,31.6522
100,0.3832,-3.7171,8.4688,34.0174,34.3652,32.9043
105,0.5365,-3.3722,8.6604,36.5217,40.1391,34.3652
110,0.7664,-3.2955,8.8903,38.4696,46.1217,35.9652
115,0.843,-3.2955,9.0053,40.4174,51.9652,37.6348
120,0.843,-3.1806,9.2352,42.4348,57.1826,39.5826
125,0.9197,-2.989,9.2735,44.1739,61.4261,41.8783
130,0.9197,-3.0656,9.6567,45.6348,64.5565,44.3826
135,0.6131,-3.0273,9.695,46.6087,67.2696,47.1652
140,0.4982,-3.1423,9.925,47.1652,70.1217,49.6
145,0.3066,-3.2955,10.2315,46.9565,73.6696,51.9652
150,0.0383,-3.3722,10.653,45.7043,78.1913,55.1652
155,-0.115,-3.6021,10.6147,43.8261,83.4783,58.9913
160,-0.3449,-3.6404,10.4231,41.3217,89.7391,63.7217
165,-0.3066,-3.947,10.5381,38.7478,97.1826,69.0087
170,-0.2682,-3.947,10.6147,36.2435,106.2957,74.9217
175,-0.1533,-4.2919,10.4998,34.2957,117.0783,81.113
180,-0.2299,-4.4068,10.3848,32.1391,129.1826,87.0957
185,-0.2299,-4.7134,10.3082,30.1913,141.4957,93.1478
190,-0.3066,-4.6751,9.8866,28.5913,153.2522,98.7826
195,-0.3066,-4.7517,9.5801,27.2,163.4783,104.2783
200,-0.6898,-4.7134,9.3502,26.1565,171.5478,109.9826
205,-0.8814,-4.6368,8.8903,25.3217,177.3217,113.9478
210,-0.843,-4.3302,8.5071,25.0435,182.2609,117.4261
215,-1.073,-4.062,7.9706,25.6696,185.8783,120.2783
220,-1.3029,-3.8704,7.4341,27.8957,189.6348,123.2
225,-1.5328,-3.4488,7.0126,31.0957,193.113,126.4
230,-1.6095,-3.4871,6.7827,35.4783,196.4522,129.3217
235,-1.9543,-3.2189,6.2462,40.1391,199.5826,132.2435
240,-2.4142,-2.7591,5.9396,44.5217,202.1565,135.0957
245,-2.5675,-2.1076,5.6714,49.0435,204.313,137.1826
250,-2.9507,-1.4562,5.5181,54.2609,205.3565,137.5304
255,-3.1423,-1.2646,5.1349,56.4174,205.6348,137.3217
260,-3.3339,-1.1496,4.9816,53.913,205.5652,137.4609
265,-3.4105,-0.5365,5.3265,48.1391,204.8,138.087
270,-3.4488,-0.0383,5.2882,42.8522,202.9913,137.1826
275,-3.0656,0.4215,5.2116,39.5826,200.0,134.1913
280,-2.7974,0.958,4.7517,37.8435,197.0087,128.5565
285,-1.9927,1.8394,4.4835,37.9826,194.5739,119.1652
290,-1.3029,2.3759,3.4871,39.1652,192.9739,107.8261
295,-1.4179,2.2609,2.5291,37.913,192.9739,101.287
300,-1.916,1.6861,2.0693,31.3739,195.4087,99.5478
305,-3.5638,0.958,2.0693,17.7391,199.4435,103.9304
310,-4.0236,0.3832,2.3375,1.5304,202.1565,112.7652
315,-4.3685,0.4982,2.7974,-10.0174,201.3217,117.1478
320,-4.6368,0.4598,3.1806,-16.4174,196.6609,115.4783
325,-5.2882,0.4215,3.1039,-18.6435,188.9391,109.5652
330,-6.1696,0.7281,2.989,-19.4087,179.6174,103.0261
335,-6.936,1.1879,2.989,-19.687,170.1565,96.4174
340,-7.3192,1.4562,2.9123,-19.687,160.4174,88.487
345,-7.5491,1.5711,3.1423,-20.7304,150.6783,80.2783
350,-7.9706,1.3029,3.3339,-22.9565,140.4522,73.113
355,-8.2772,1.2263,3.6787,-24.5565,129.5304,66.3652
360,-8.3538,0.843,3.7554,-24.3478,117.4957,58.7826
365,-8.4305,0.4982,4.0236,-22.8174,104.5565,49.8783
370,-8.3155,0.2299,3.9853,-20.4522,90.6435,39.1652
375,-8.2005,0.3832,3.8704,-17.8783,76.1043,27.3391
380,-8.0856,0.8047,4.062,-15.7913,61.3565,15.2348
385,-7.6257,0.9963,4.0236,-14.5391,46.9565,3.4783
390,-7.4341,1.1496,4.062,-14.4696,33.0435,-7.513
395,-7.0509,1.3029,4.3302,-15.513,19.4087,-17.8087
400,-6.9743,1.1879,4.3685,-17.8087,7.0261,-27.4087
405,-7.1659,0.9963,4.5218,-21.4261,-3.7565,-34.6435
410,-6.8977,0.5748,4.7134,-26.2957,-12.313,-39.513
415,-6.5528,0.0383,4.6751,-31.6522,-18.6435,-42.9913
420,-5.7097,-0.3449,4.6751,-37.287,-22.1217,-45.9826
425,-5.0583,-0.9963,4.2536,-42.9913,-22.9565,-49.4609
430,-4.3302,-1.4562,4.4068,-49.113,-21.7043,-53.0783
435,-4.0236,-1.8011,4.3302,-54.9565,-18.9217,-56.4174
440,-3.9087,-2.4142,4.2536,-60.313,-15.5826,-61.5652
445,-4.7134,-2.9123,4.4068,-65.6696,-13.0087,-67.1304
450,-6.0163,-3.4871,5.1732,-70.2609,-12.5217,-72.6957
455,-6.7061,-3.6787,5.7864,-71.5826,-16.2087,-76.5913
460,-6.8593,-4.0236,6.2462,-68.1043,-22.3304,-78.6783
465,-7.0126,-4.7517,7.0509,-58.3652,-29.913,-80.1391
470,-7.0126,-5.1349,8.1622,-46.9565,-37.9826,-81.1826
475,-7.2809,-5.9396,9.1969,-33.113,-46.4,-82.5739
480,-8.3921,-6.3229,10.9979,-17.5304,-55.513,-82.4348
485,-9.81,-6.821,12.4924,-0.1391,-66.6435,-79.9304
490,-11.4195,-7.4725,14.4084,18.7826,-81.113,-75.0609
495,-13.3738,-7.7407,14.4851,35.8957,-96.6957,-69.6348
500,-14.9449,-7.0893,13.7187,45.0783,-107.8261,-62.0522
505,-15.9413,-6.4761,12.8756,43.4783,-111.6522,-50.7826
510,-16.9759,-5.5948,11.7643,32.0696,-108.2435,-35.8957
515,-17.2441,-5.02,11.1129,15.2348,-98.5043,-18.713
520,-15.788,-4.5984,10.0782,-2.5043,-81.3217,-1.8783
525,-11.8027,-3.9853,9.5801,-17.6,-56.9043,8.0
530,-8.737,-3.5638,8.737,-27.9652,-28.8696,5.4261
535,-6.3229,-2.989,7.894,-35.1304,-2.3652,-4.7304
