timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,3.7171,-8.3538,-3.4105,-21.7739,-5.9826,-60.8
5,3.7554,-8.2772,-3.5255,-21.4957,-5.4261,-61.7739
10,3.832,-8.3921,-3.4105,-21.0087,-4.8696,-62.0522
15,3.7554,-8.3538,-3.4488,-20.5913,-4.6609,-61.5652
20,3.832,-8.2772,-3.3722,-20.313,-4.3826,-61.0087
25,3.9087,-8.3538,-3.3339,-20.2435,-4.1739,-60.3826
30,3.8704,-8.4688,-3.6404,-20.2435,-3.9652,-59.8261
35,3.832,-8.4688,-3.3339,-19.8261,-3.6174,-59.3391
40,4.0236,-8.2772,-3.4871,-19.4783,-3.0609,-59.4783
45,3.8704,-8.4305,-3.5255,-18.713,-2.1565,-58.7826
50,3.8704,-8.2389,-3.4871,-18.087,-1.113,-57.3217
55,3.7554,-8.2005,-3.4871,-17.7391,0.1391,-58.087
60,3.7554,-8.0473,-3.4488,-17.8087,1.113,-60.1739
65,3.832,-8.0856,-3.6404,-17.8783,1.7391,-62.0522
70,3.8704,-8.1239,-3.6787,-18.0174,2.2957,-62.9565
75,4.0236,-8.0473,-3.6021,-18.0174,2.8522,-63.3739
80,4.2152,-7.9706,-3.832,-18.1565,3.4087,-63.6522
85,4.2536,-7.779,-3.7554,-18.1565,3.7565,-63.2348
90,4.2536,-7.779,-3.9087,-17.8087,3.8261,-61.1478
95,4.2536,-7.894,-3.832,-17.9478,4.3826,-60.4522
100,4.1003,-7.779,-4.1003,-18.5739,4.5913,-61.287
105,4.2152,-7.8557,-3.9853,-19.1304,5.1478,-63.5826
110,4.5218,-7.779,-3.9087,-19.4087,5.7739,-66.087
115,4.4452,-7.5874,-4.0236,-19.3391,6.2609,-66.9217
120,4.4068,-7.5108,-3.9853,-19.1304,7.0261,-67.7565
125,4.4068,-7.5108,-4.0236,-18.8522,7.5826,-68.7304
130,4.3685,-7.4725,-3.947,-18.3652,8.2783,-69.8435
135,4.4835,-7.3575,-4.0236,-17.9478,9.0435,-70.8174
140,4.6368,-7.3575,-3.947,-17.4609,9.7391,-71.5826
145,4.7134,-7.5108,-3.947,-17.2522,10.087,-71.7913
150,4.5218,-7.3192,-3.947,-17.1826,9.9478,-71.9304
155,4.6751,-7.4725,-3.8704,-17.3217,9.9478,-70.6783
160,4.5984,-7.4725,-3.8704,-17.6,9.6696,-71.3043
165,4.6751,-7.4341,-3.8704,-17.9478,8.9043,-72.2783
170,4.6751,-7.3958,-3.832,-18.713,8.1391,-72.8348
175,4.6368,-7.3192,-3.9853,-19.5478,7.7913,-73.1826
180,4.7134,-7.3192,-4.1003,-20.5217,7.3043,-73.3913
185,4.8284,-7.3958,-4.1386,-21.7043,7.0261,-74.0174
190,4.6368,-7.2809,-4.3302,-22.5391,6.6087,-74.2261
195,4.79,-7.1659,-4.1386,-22.9565,6.1217,-74.3652
200,4.7517,-7.3575,-4.2919,-23.3043,6.0522,-74.713
205,4.7134,-7.1276,-4.3302,-24.2087,5.6348,-76.5217
210,4.79,-6.8593,-4.1769,-24.7652,5.6348,-77.4261
215,4.8667,-6.8977,-4.3685,-24.0696,5.4957,-76.6609
220,4.9816,-6.821,-4.4452,-23.5826,6.1913,-76.1739
225,4.8667,-6.7827,-4.5601,-23.4435,6.5391,-76.313
230,5.0583,-6.7061,-4.5984,-23.3043,7.0261,-76.7304
235,5.02,-6.6294,-4.5984,-23.7217,7.513,-77.2174
240,5.02,-6.5528,-4.7134,-24.0696,7.6522,-77.7739
245,5.2882,-6.4761,-4.7134,-24.5565,7.5826,-78.3304
250,5.3648,-6.4378,-4.5601,-25.1826,7.1652,-79.0261
255,5.3265,-6.2079,-4.5218,-25.7391,6.4,-79.9304
260,5.3265,-6.1696,-4.8284,-26.2261,5.4957,-80.5565
265,5.6331,-6.1696,-4.5984,-26.8522,4.6609,-80.2087
270,5.7097,-6.0929,-4.5601,-27.9652,3.8261,-80.0696
275,5.7864,-6.0929,-4.5984,-29.0087,3.2,-80.1391
