timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,-0.3449,-6.5911,-8.5454,-21.4261,-1.0435,3.687
5,-0.4598,-6.5145,-8.3155,-17.9478,-3.0609,3.7565
10,-0.5748,-6.3612,-8.4688,-15.6522,-5.2174,3.7565
15,-0.5365,-6.2079,-8.5454,-14.6783,-7.0261,4.0348
20,-0.4598,-6.2462,-8.852,-14.7478,-8.7652,4.0348
25,-0.4982,-6.3229,-8.737,-15.3043,-9.9478,4.1043
30,-0.7664,-6.0546,-8.8137,-16.8348,-11.0609,4.1043
35,-0.5748,-6.0163,-8.7754,-17.8087,-12.2435,2.9217
40,-0.4982,-6.2079,-8.737,-19.0609,-13.5652,2.3652
45,-0.3449,-6.2462,-8.6604,-20.313,-15.1652,1.3217
50,-0.4598,-6.3229,-8.6221,-21.287,-16.0,1.113
55,-0.2299,-6.3995,-8.5071,-22.5391,-16.2783,1.1826
60,-0.1916,-6.821,-8.5071,-23.9304,-16.2087,1.113
65,0.0,-6.7827,-8.5838,-23.7217,-15.4435,1.113
70,-0.1916,-7.1659,-8.5071,-21.5652,-13.1478,1.113
75,-0.1916,-7.5108,-8.6604,-17.1826,-10.2261,1.1826
80,-0.0383,-7.779,-8.737,-11.1304,-6.6783,1.1826
85,-0.0766,-7.779,-8.737,-3.6174,-3.0609,1.3217
90,-0.1533,-7.6641,-8.7754,5.2174,0.6261,1.5304
95,-0.1916,-7.2042,-8.7754,10.9217,3.4087,1.8087
100,-0.115,-6.821,-8.7754,14.0522,5.4957,1.8783
105,0.0,-6.5145,-8.852,15.1652,6.8174,1.8087
110,-0.0383,-6.3229,-8.6221,13.7739,7.8609,1.8783
115,-0.115,-6.0163,-8.737,10.5739,8.2087,2.0174
120,-0.2299,-6.0929,-8.6987,6.887,8.4174,1.9478
125,-0.2682,-6.0929,-8.6604,2.7826,8.2783,2.1565
130,-0.3832,-6.3229,-8.5838,-1.113,8.0696,2.2957
135,-0.4982,-6.2845,-8.5838,-4.4522,7.5826,2.1565
140,-0.4982,-6.3995,-8.5071,-7.2348,6.6783,1.9478
145,-0.4215,-6.5528,-8.4688,-9.3913,5.7043,1.8087
150,-0.5365,-6.6294,-8.4688,-11.0609,4.7304,1.6696
155,-0.4215,-6.5911,-8.5838,-12.1043,3.7565,1.3217
160,-0.5748,-6.5528,-8.6221,-13.1478,3.2,0.8348
165,-0.5748,-6.5528,-8.6604,-13.7739,2.6435,0.7652
170,-0.3832,-6.821,-8.6221,-14.4696,2.4348,0.4174
175,-0.5365,-6.7061,-8.7754,-14.2609,2.2261,0.1391
180,-0.6131,-6.6677,-8.5838,-13.9826,2.2261,0.0
185,-0.3066,-6.6677,-8.6987,-13.0087,2.3652,-0.0696
