timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,1.1113,-9.4268,-4.9433,-0.4174,2.2261,3.8261
5,1.2646,-9.5034,-5.0966,-0.487,2.3652,3.7565
10,1.1879,-9.4651,-4.9433,-0.2783,2.4348,3.7565
15,1.1879,-9.4651,-4.905,-0.3478,2.5739,3.7565
20,1.1879,-9.4651,-4.8667,-0.3478,2.7826,3.7565
25,1.1113,-9.5034,-4.9433,-0.2783,2.713,3.7565
30,1.073,-9.5418,-5.02,-0.3478,2.6435,3.8261
35,1.073,-9.4651,-4.905,-0.3478,2.7826,3.7565
40,1.1496,-9.5034,-4.9816,-0.4174,2.8522,3.8261
45,1.073,-9.3118,-4.9433,-0.4174,2.7826,3.9652
50,1.073,-9.4651,-4.905,-0.3478,2.7826,4.0348
55,1.1113,-9.5418,-4.9433,-0.3478,2.7826,3.9652
60,1.1879,-9.5801,-4.8667,-0.3478,2.5739,3.9652
65,1.0346,-9.4651,-4.8284,-0.2783,2.5043,3.9652
70,1.0346,-9.4651,-4.8667,-0.2087,2.5043,4.0348
75,1.1496,-9.5418,-4.8667,-0.0696,2.5043,4.1043
80,0.958,-9.4651,-4.9433,0.0696,2.5739,4.1043
85,1.1496,-9.4268,-4.8667,0.2087,2.5043,4.1739
90,1.0346,-9.4651,-4.79,0.2087,2.4348,4.313
95,1.1496,-9.5418,-4.79,0.2783,2.3652,4.2435
100,1.1879,-9.4651,-4.9433,0.2087,2.3652,4.2435
105,1.1496,-9.5034,-4.905,0.3478,2.2261,4.313
110,1.1496,-9.5034,-4.9433,0.3478,2.2261,4.2435
115,1.1496,-9.5418,-4.7517,0.2783,2.087,4.4522
120,1.073,-9.5801,-4.79,0.4174,2.1565,4.313
125,1.073,-9.5034,-4.9433,0.2783,2.087,4.3826
130,1.0346,-9.4651,-4.905,0.2783,2.2261,4.2435
135,1.1879,-9.5801,-4.905,0.3478,2.2957,4.313
140,1.1496,-9.4651,-4.8284,0.5565,2.3652,4.2435
145,1.1113,-9.5418,-4.8284,0.6957,2.3652,4.313
150,1.073,-9.4268,-4.905,0.9043,2.2957,4.4522
155,1.1496,-9.5801,-4.8667,0.9739,2.087,4.5217
160,1.1496,-9.3502,-4.9816,1.113,1.9478,4.6609
165,1.073,-9.3118,-4.9433,1.0435,1.8783,4.8696
170,0.9963,-9.4268,-4.8667,1.113,1.8087,5.0087
175,1.1496,-9.4651,-4.8284,0.9739,1.6696,5.0783
180,1.1496,-9.4268,-4.8667,0.9739,1.5304,5.0087
185,0.958,-9.2735,-4.8284,0.9739,1.3913,5.0783
190,1.073,-9.3885,-4.79,1.113,1.3217,5.0783
195,1.073,-9.3885,-4.8667,1.1826,1.1826,5.0087
200,1.1113,-9.5801,-4.8667,1.3217,1.1826,5.2174
205,1.1879,-9.5418,-4.8667,1.6,1.1826,5.287
210,1.3029,-9.5034,-4.8667,1.6696,1.113,5.3565
215,0.958,-9.5034,-4.79,1.6,1.1826,5.4957
220,1.073,-9.4651,-4.9433,1.6,1.0435,5.5652
225,1.1496,-9.5418,-4.8284,1.6696,0.9739,5.5652
230,1.073,-9.5418,-4.79,1.5304,0.8348,5.4957
235,1.0346,-9.5418,-4.79,1.4609,0.8348,5.4261
240,1.1496,-9.5418,-4.7517,1.4609,0.7652,5.4957
245,0.9197,-9.4268,-4.8284,1.3913,0.8348,5.6348
250,0.9963,-9.5418,-4.905,1.5304,0.9043,5.5652
255,1.0346,-9.4651,-4.8667,1.6,1.0435,5.6348
260,1.073,-9.5034,-4.79,1.3217,1.2522,5.6348
265,1.073,-9.5418,-4.8667,1.3913,1.6,5.6348
270,1.1879,-9.5034,-4.8284,1.6,1.9478,5.5652
275,1.1879,-9.5034,-4.905,1.6696,2.2261,5.7043
280,1.073,-9.5034,-4.8284,1.9478,2.5043,5.7739
