timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,-0.0383,-9.695,-2.4908,15.2348,1.2522,1.6696
5,0.115,-9.6184,-2.4525,15.6522,1.113,1.4609
10,0.0383,-9.5801,-2.4525,16.0696,1.113,1.6
15,-0.0383,-9.6184,-2.4142,16.4174,1.113,1.6
20,-0.0383,-9.5801,-2.3375,16.7652,1.113,1.6
25,0.0766,-9.6184,-2.4142,17.1826,1.0435,1.6
30,0.0383,-9.5801,-2.2992,17.4609,1.0435,1.7391
35,0.0383,-9.7334,-2.4525,17.5304,1.113,1.8087
40,0.0383,-9.7334,-2.2609,17.8087,0.9739,1.9478
45,0.0766,-9.695,-2.2992,18.0174,1.1826,2.087
50,0.2299,-9.81,-2.2609,18.1565,1.113,2.1565
55,0.0383,-9.7717,-2.3375,18.3652,1.2522,2.1565
60,0.115,-9.81,-2.2609,18.4348,1.3913,2.1565
65,0.1533,-9.8483,-2.3375,18.6435,1.5304,2.2957
70,0.0383,-9.7334,-2.2609,18.5739,1.7391,2.2957
75,0.0383,-9.81,-2.3759,18.5739,1.6696,2.3652
80,0.1533,-9.81,-2.2992,18.5043,1.5304,2.3652
85,0.1533,-9.7717,-2.1843,18.4348,1.3217,2.4348
90,0.0766,-9.7717,-2.1843,18.6435,1.1826,2.2957
95,-0.0766,-9.6567,-2.3759,18.9217,0.9739,2.3652
100,0.1916,-9.81,-2.3375,19.4087,0.7652,2.2957
105,0.0766,-9.695,-2.2226,19.8957,0.6261,2.1565
110,-0.0383,-9.6567,-2.1459,20.5913,0.4174,1.8783
115,0.0,-9.8483,-2.0693,21.0783,0.3478,1.8783
120,0.115,-9.6567,-2.2226,21.4957,0.2783,1.7391
125,-0.0383,-9.7334,-2.1459,21.9826,0.3478,1.6
130,-0.0383,-9.7717,-2.031,22.2609,0.2783,1.6
135,-0.0383,-9.7717,-2.0693,22.5391,0.4174,1.5304
140,0.0383,-9.81,-2.1076,22.887,0.6261,1.4609
145,0.0,-9.8483,-2.031,23.0957,0.6261,1.6
150,-0.0383,-9.925,-1.8394,23.4435,0.6261,1.7391
155,0.0,-9.81,-2.031,24.0696,0.6261,1.4609
160,-0.1533,-9.7717,-2.0693,24.7652,0.6957,1.3217
165,-0.115,-9.7717,-1.9927,25.5304,0.6261,1.0435
170,-0.1533,-9.7717,-2.0693,26.0174,0.5565,0.7652
175,0.0766,-9.7717,-1.8394,26.5043,0.2783,0.5565
180,-0.2299,-10.0782,-1.5711,26.8522,0.0696,0.3478
185,-0.0766,-9.695,-1.8777,27.1304,-0.1391,0.2087
190,0.0,-9.7717,-1.9543,27.5478,-0.0696,0.1391
195,-0.0766,-9.81,-1.9927,27.8957,-0.0696,0.0696
200,-0.0766,-9.8866,-1.9927,28.2435,-0.0696,-0.1391
205,-0.0766,-9.8866,-1.8011,28.6609,0.1391,-0.3478
210,-0.0766,-9.925,-1.916,28.8,0.1391,-0.5565
215,-0.115,-10.0399,-1.9927,29.0087,0.0696,-0.7652
220,-0.115,-10.0399,-1.916,29.287,0.2783,-0.9043
225,-0.0766,-10.0399,-1.9927,29.1478,0.4174,-1.0435
230,-0.0766,-10.0016,-2.5291,29.1478,0.7652,-1.0435
235,-0.0766,-9.81,-2.031,28.9391,0.9043,-0.9739
240,-0.0766,-9.7717,-1.916,28.8696,1.0435,-0.8348
