timestamp,accX,accY,accZ,gyroX,gyroY,gyroZ
0,-0.3449,1.7244,0.1916,48.5565,-4.9391,-20.1043
5,-0.6898,2.6058,-0.115,53.2174,-6.3304,-11.0609
10,-1.073,3.2189,-0.3066,55.7913,-7.6522,-1.9478
15,-0.9197,3.6787,-0.6514,57.113,-7.7217,7.3739
20,-0.2682,4.1769,-0.958,56.487,-7.0261,14.6087
25,0.5365,4.6368,-1.4945,52.7304,-5.0087,20.1739
30,1.4179,4.9433,-2.2226,45.0087,-0.5565,26.2261
35,1.6478,4.9433,-2.8357,34.8522,5.913,32.487
40,0.9963,5.2116,-3.4488,22.9565,10.5739,35.8261
45,-0.2299,4.9433,-3.3722,10.8522,9.9478,35.687
50,-1.3412,4.5218,-3.6787,1.1826,2.3652,31.513
55,-2.1843,4.2152,-3.5638,-3.2,-10.7826,23.9304
60,-2.2226,3.9853,-3.832,-0.3478,-25.113,14.887
65,-1.4562,3.9087,-4.3302,7.2348,-35.5478,8.6957
70,-0.4982,3.6787,-4.905,14.6783,-39.7217,6.5391
75,0.1916,3.4871,-4.9816,20.5217,-36.6609,5.2174
80,0.6131,3.3339,-5.0583,25.5304,-26.2261,3.1304
85,0.3449,2.6824,-4.8667,26.5739,-11.2,0.3478
90,-0.5365,1.9543,-4.2919,24.5565,4.2435,-1.0435
95,-1.4179,0.6898,-3.1423,20.5913,15.4435,-1.0435
100,-2.2226,-0.4982,-1.4945,18.6435,19.8957,0.0696
105,-2.4525,-2.031,0.4215,20.8,18.4348,0.6957
110,-2.3759,-3.2955,1.4945,29.2174,12.1043,0.5565
115,-1.5711,-4.3685,1.9927,43.0609,4.5217,-0.487
120,-0.9963,-5.1732,1.1879,58.5043,1.113,-1.9478
125,-1.073,-5.748,-0.3066,69.7043,3.6174,-7.0957
130,-2.1843,-5.2499,-4.2536,71.5826,8.0,-17.113
135,-3.7171,-3.3722,-11.4578,59.1304,10.8522,-28.5217
140,-4.8667,-1.8011,-21.3444,28.3826,14.6087,-37.0783
145,-5.978,-1.0346,-31.3843,-15.1652,26.9913,-42.2957
150,-6.1696,-1.4562,-38.0521,-63.8609,60.4522,-45.913
155,-3.8704,-3.4871,-38.0138,-111.7913,117.0783,-52.1043
160,0.4598,-10.7297,-23.4904,-143.1652,171.5478,-66.2261
165,6.5528,-19.6583,-1.7627,-138.5739,181.5652,-90.1565
170,10.883,-25.0232,9.1586,-89.6,123.3391,-120.5565
175,9.81,-24.1035,5.4032,-23.3043,47.0261,-149.4957
180,9.695,-20.0798,-4.0236,9.1826,19.2,-159.6522
185,10.3082,-19.9649,-11.6494,-18.5043,51.4087,-147.8261
190,5.9013,-22.3791,-15.3281,-87.6522,109.287,-135.2348
195,-3.832,-25.483,-16.3245,-148.1043,156.8,-121.9478
200,-10.1932,-29.7366,-15.3664,-174.6087,169.3217,-86.7478
205,-9.4268,-34.9098,-14.1402,-181.5652,131.4783,-31.5826
210,-6.4761,-38.397,-12.4541,-183.513,56.8348,16.1391
215,-5.9013,-39.24,-10.9596,-171.2696,-8.487,38.7478
220,-4.905,-38.9718,-9.6184,-135.6522,-49.7391,54.7478
225,-3.5638,-37.2473,-9.3118,-81.113,-68.7304,67.7565
230,-2.5675,-34.0284,-9.3502,-17.4609,-69.0087,71.2348
235,-2.874,-30.1198,-8.5838,43.9652,-60.0348,67.7565
240,-3.3339,-26.3644,-7.6641,95.4435,-51.2696,60.8
245,-3.7171,-22.4174,-6.3612,133.913,-48.9739,53.9826
250,-3.4105,-18.2405,-5.3648,157.0783,-51.8261,48.4174
255,-3.0273,-14.3318,-4.4452,162.7826,-56.9739,43.1304
260,-2.874,-11.5344,-3.7554,151.0957,-61.5652,39.9304
265,-2.7207,-10.0399,-2.9123,123.4087,-64.0696,39.1652
270,-2.6441,-9.3118,-2.0693,86.9565,-65.0435,38.887
275,-2.4525,-9.2352,-1.4179,50.9913,-65.2522,37.7739
280,-2.3375,-9.1969,-1.2263,20.1739,-66.087,35.5478
285,-2.4525,-8.967,-0.843,-4.3826,-67.1304,33.8087
290,-2.3759,-8.7754,-0.9197,-21.6348,-69.7043,35.0609
295,-2.1843,-8.8137,-0.7664,-32.487,-73.8783,37.287
300,-2.0693,-8.6604,-0.958,-38.7478,-77.9826,38.8174
305,-2.2226,-8.2389,-0.8047,-42.8522,-81.2522,39.2348
310,-2.2609,-7.6641,-0.8814,-44.1739,-84.8,39.0957
315,-1.8394,-7.2042,-0.958,-42.7826,-89.3913,38.4696
320,-1.2263,-6.821,-0.958,-39.1652,-92.6609,36.6609
325,-0.4982,-6.5145,-0.958,-34.5739,-92.0348,33.3217
330,0.2682,-6.5145,-0.8814,-28.7304,-87.0261,28.2435
335,0.843,-5.978,-0.3832,-23.5826,-78.4,21.0783
340,1.1113,-5.6714,0.115,-17.3217,-68.313,12.9391
345,1.1496,-5.5564,0.6131,-8.4174,-57.6696,4.6609
350,1.2263,-5.2499,1.1496,2.0174,-48.8348,-3.4087
355,1.1113,-4.4835,1.2646,14.3304,-42.1565,-12.313
360,1.2646,-3.4488,1.3795,27.4087,-37.5652,-20.8696
365,1.2263,-2.3375,1.1496,40.4174,-34.5739,-28.8696
370,1.1113,-0.6898,1.2263,48.5565,-32.5565,-36.8
375,0.958,1.073,0.8814,55.2348,-31.7913,-43.6174
380,0.7281,2.874,0.4982,60.0348,-32.487,-49.6
385,0.3449,4.6751,0.0383,63.6522,-34.8522,-56.3478
390,-0.0383,6.0163,-0.4982,64.3478,-40.0,-64.1391
395,-0.3066,7.1276,-0.7281,62.1913,-47.2348,-70.7478
400,-1.073,8.4305,-0.8814,56.2783,-54.1217,-78.1217
405,-1.9543,8.3538,-0.7664,45.3565,-58.2957,-83.0609
410,-2.7207,7.894,-0.3832,29.9826,-58.5739,-85.913
415,-2.989,6.5911,0.0766,12.313,-54.7478,-88.0696
420,-2.0693,4.8667,0.3832,-4.8696,-47.4435,-90.2957
425,-0.7281,2.9507,-0.2682,-18.6435,-34.8522,-91.8261
430,0.3832,1.1879,-0.6514,-28.0348,-17.3913,-92.0348
435,0.4215,-0.0766,-1.073,-29.7043,2.3652,-92.313
440,-0.6131,-0.7281,-1.916,-20.2435,21.0087,-92.313
445,-2.2226,-0.6514,-2.989,-1.1826,34.6435,-92.1739
450,-3.4105,0.0,-4.1386,21.4261,40.487,-92.0348
455,-4.1769,0.5748,-5.2116,40.3478,37.4957,-90.6435
460,-4.1769,1.0346,-5.7864,52.7304,28.313,-85.8435
465,-3.2955,0.4215,-5.5564,57.7391,17.113,-76.5913
470,-1.5711,-0.4215,-3.947,58.5739,8.2087,-64.6261
475,-0.2682,-1.2263,-2.3759,59.4783,5.5652,-52.8696
480,0.9197,-2.1076,-0.843,63.0261,8.4174,-43.8261
485,1.8011,-2.8357,0.4982,66.5739,14.6087,-39.3739
490,1.7627,-3.6021,1.073,67.3391,21.2174,-39.2348
495,0.6131,-3.8704,0.7281,62.5391,22.4,-43.4783
500,-0.3066,-4.4068,-0.2299,52.313,11.5478,-48.1391
505,-1.8011,-4.6751,-2.7974,37.5652,-13.5652,-49.6
510,-3.947,-4.5984,-7.5491,20.5217,-50.9913,-48.487
515,-9.4651,-3.3339,-17.0909,1.1826,-96.8348,-46.3304
520,-14.8683,-2.1459,-30.9628,-24.3478,-146.2261,-33.7391
525,-17.589,-3.1806,-48.2453,-60.9391,-181.0783,4.6609
530,-15.1365,-9.6567,-52.997,-109.1478,-159.3043,71.5826
535,-12.5307,-19.9649,-29.43,-149.913,-71.513,141.6348
540,-12.0326,-31.6143,2.1459,-146.6435,26.2957,193.1826
545,-6.8593,-34.6032,12.1092,-84.8696,51.0609,218.1565
550,0.0383,-29.0851,4.4452,-20.5913,-9.8783,214.1913
555,1.4562,-22.3407,-6.8977,-6.6783,-91.3391,199.0957
560,-1.7244,-19.4667,-14.0252,-31.2348,-164.3826,181.0783
565,-3.3339,-20.0415,-17.704,-42.0174,-204.7304,169.3913
570,-2.5291,-24.0652,-17.6657,-26.4348,-200.2087,160.0696
575,-0.3832,-28.6636,-13.872,-2.2957,-167.0261,134.6087
580,-0.8814,-31.5759,-9.1586,21.4261,-121.6696,89.4609
